run_kind,path,name,family,sweep_group,verdict,reason,protected_by,mtime_iso,size_bytes,heavy_bytes,ckpt_dir,inference_dir,baselines_dir
train,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_tiny_proto,sfno_zgplev_tiny_proto,sfno_zgplev_tiny_proto,,,,protected_train_dir,2026-05-02T07:38:49,4279725,4230334,/scratch/11114/zhixingliu/AI-RES/runs/sfno_zgplev_tiny_proto/plasim_sim52_zgplev_tiny/0/training_checkpoints,,
train,/scratch/11114/zhixingliu/AI-RES/runs/sim52_astro_64x128_zgplev,sim52_astro_64x128_zgplev,sim52_astro_64x128_zgplev,,UNCLASSIFIED_PROTECT,no sweep-group assignment; defaulting to protect,,2026-05-01T23:00:02,14455,0,/scratch/11114/zhixingliu/AI-RES/runs/sim52_astro_64x128_zgplev/plasim_sim52_zgplev_baseline/0/training_checkpoints,,
train,/scratch/11114/zhixingliu/AI-RES/runs/sim52_astro_64x128_zgplev_full,sim52_astro_64x128_zgplev_full,sim52_astro_64x128_zgplev_full,,UNCLASSIFIED_PROTECT,no sweep-group assignment; defaulting to protect,,2026-05-01T22:51:30,27739,0,/scratch/11114/zhixingliu/AI-RES/runs/sim52_astro_64x128_zgplev_full/plasim_sim52_zgplev_full/0/training_checkpoints,,
train,/scratch/11114/zhixingliu/AI-RES/runs/zgplev_proto,zgplev_proto,zgplev_proto,,UNCLASSIFIED_PROTECT,no sweep-group assignment; defaulting to protect,,2026-04-30T13:50:54,4082,0,,,
eval,/work2/11114/zhixingliu/stampede3/AI-RES/results/sfno_eval/20260509_gb4_ema,20260509_gb4_ema,,,UNCLASSIFIED_PROTECT,familyless eval not in plan §3 G0 allow-list; protect by default,,2026-05-09T11:52:04,13463168752,13463146560,,/work2/11114/zhixingliu/stampede3/AI-RES/results/sfno_eval/20260509_gb4_ema/inference,/work2/11114/zhixingliu/stampede3/AI-RES/results/sfno_eval/20260509_gb4_ema/baselines
eval,/work2/11114/zhixingliu/stampede3/AI-RES/results/sfno_eval/20260509_y11valid_gb4_k60,20260509_y11valid_gb4_k60,,,PRUNE,"plan §3 G0 (familyless legacy eval, mtime 2026-05-09)",,2026-05-09T00:54:31,1803256199,1801335014,,/work2/11114/zhixingliu/stampede3/AI-RES/results/sfno_eval/20260509_y11valid_gb4_k60/inference,/work2/11114/zhixingliu/stampede3/AI-RES/results/sfno_eval/20260509_y11valid_gb4_k60/baselines
eval,/work2/11114/zhixingliu/stampede3/AI-RES/results/sfno_eval/20260510_eval-8b395eb_data-e3c934b,20260510_eval-8b395eb_data-e3c934b,,,PRUNE,"plan §3 G0 (familyless legacy eval, mtime 2026-05-14)",,2026-05-14T14:34:42,17067639752,17054623643,,/work2/11114/zhixingliu/stampede3/AI-RES/results/sfno_eval/20260510_eval-8b395eb_data-e3c934b/inference,/work2/11114/zhixingliu/stampede3/AI-RES/results/sfno_eval/20260510_eval-8b395eb_data-e3c934b/baselines
eval,/work2/11114/zhixingliu/stampede3/AI-RES/results/sfno_eval/20260511_eval-8b395eb_data-e3c934b,20260511_eval-8b395eb_data-e3c934b,,,PRUNE,"plan §3 G0 (familyless legacy eval, mtime 2026-05-11)",,2026-05-11T12:07:46,17123984540,17113434053,,/work2/11114/zhixingliu/stampede3/AI-RES/results/sfno_eval/20260511_eval-8b395eb_data-e3c934b/inference,/work2/11114/zhixingliu/stampede3/AI-RES/results/sfno_eval/20260511_eval-8b395eb_data-e3c934b/baselines
eval,/work2/11114/zhixingliu/stampede3/AI-RES/results/sfno_eval/20260512_eval-8b395eb_data-e3c934b,20260512_eval-8b395eb_data-e3c934b,,,PRUNE,"plan §3 G0 (familyless legacy eval, mtime 2026-05-13)",,2026-05-13T08:59:16,17063627764,17057809738,,/work2/11114/zhixingliu/stampede3/AI-RES/results/sfno_eval/20260512_eval-8b395eb_data-e3c934b/inference,/work2/11114/zhixingliu/stampede3/AI-RES/results/sfno_eval/20260512_eval-8b395eb_data-e3c934b/baselines
eval,/work2/11114/zhixingliu/stampede3/AI-RES/results/sfno_eval/20260512_eval-8b395eb_data-e3c934b_ckpt-best_ckpt_ema_mp0,20260512_eval-8b395eb_data-e3c934b_ckpt-best_ckpt_ema_mp0,,,PRUNE,"plan §3 G0 (familyless legacy eval, mtime 2026-05-12)",,2026-05-12T22:14:01,17074883028,17058243218,,/work2/11114/zhixingliu/stampede3/AI-RES/results/sfno_eval/20260512_eval-8b395eb_data-e3c934b_ckpt-best_ckpt_ema_mp0/inference,/work2/11114/zhixingliu/stampede3/AI-RES/results/sfno_eval/20260512_eval-8b395eb_data-e3c934b_ckpt-best_ckpt_ema_mp0/baselines
eval,/work2/11114/zhixingliu/stampede3/AI-RES/results/sfno_eval/20260513_eval-8b395eb_data-e3c934b_family-sfno_zgplev_group_clone_v11_clip,20260513_eval-8b395eb_data-e3c934b_family-sfno_zgplev_group_clone_v11_clip,sfno_zgplev_group_clone_v11_clip,G3,PRUNE,follows training run sfno_zgplev_group_clone_v11_clip: old; clip A/B concluded,,2026-05-13T20:12:50,17067837715,17056864381,,/work2/11114/zhixingliu/stampede3/AI-RES/results/sfno_eval/20260513_eval-8b395eb_data-e3c934b_family-sfno_zgplev_group_clone_v11_clip/inference,/work2/11114/zhixingliu/stampede3/AI-RES/results/sfno_eval/20260513_eval-8b395eb_data-e3c934b_family-sfno_zgplev_group_clone_v11_clip/baselines
eval,/work2/11114/zhixingliu/stampede3/AI-RES/results/sfno_eval/20260513_eval-8b395eb_data-e3c934b_family-sfno_zgplev_group_clone_v11_clip_ckpt-best_ckpt_ema_mp0,20260513_eval-8b395eb_data-e3c934b_family-sfno_zgplev_group_clone_v11_clip_ckpt-best_ckpt_ema_mp0,sfno_zgplev_group_clone_v11_clip,G3,PRUNE,follows training run sfno_zgplev_group_clone_v11_clip: old; clip A/B concluded,,2026-05-13T18:59:21,17067918799,17056900421,,/work2/11114/zhixingliu/stampede3/AI-RES/results/sfno_eval/20260513_eval-8b395eb_data-e3c934b_family-sfno_zgplev_group_clone_v11_clip_ckpt-best_ckpt_ema_mp0/inference,/work2/11114/zhixingliu/stampede3/AI-RES/results/sfno_eval/20260513_eval-8b395eb_data-e3c934b_family-sfno_zgplev_group_clone_v11_clip_ckpt-best_ckpt_ema_mp0/baselines
eval,/work2/11114/zhixingliu/stampede3/AI-RES/results/sfno_eval/20260513_v11_clip_on_v11_testset_ema,20260513_v11_clip_on_v11_testset_ema,,,PRUNE,"plan §3 G0 (familyless legacy eval, mtime 2026-05-13)",,2026-05-13T23:50:29,17066459772,17055298390,,/work2/11114/zhixingliu/stampede3/AI-RES/results/sfno_eval/20260513_v11_clip_on_v11_testset_ema/inference,/work2/11114/zhixingliu/stampede3/AI-RES/results/sfno_eval/20260513_v11_clip_on_v11_testset_ema/baselines
